#k i j head boundname
4 64 6 305.127 south
4 64 7 304.878 south
4 64 8 304.605 south
4 64 9 304.316 south
4 64 10 304.017 south
4 64 11 303.707 south
4 64 12 303.395 south
4 64 13 303.081 south
4 64 14 302.763 south
4 64 15 302.446 south
4 64 16 302.117 south
4 64 17 301.783 south
4 64 18 301.449 south
4 64 19 301.102 south
4 64 20 300.73 south
4 64 21 300.353 south
4 64 22 299.96 south
4 64 23 299.542 south
4 64 24 299.121 south
4 64 25 298.689 south
4 64 26 298.243 south
4 64 27 297.783 south
4 64 28 297.324 south
4 64 29 296.867 south
4 64 30 296.439 south
4 64 31 296.012 south
4 64 32 295.603 south
4 64 33 295.193 south
4 64 34 294.794 south
4 64 35 294.386 south
4 64 36 293.977 south
4 64 37 293.567 south
4 64 38 293.169 south
4 64 39 292.768 south
4 64 40 292.378 south
4 64 41 291.978 south
4 64 42 291.59 south
4 64 43 291.188 south
4 64 44 290.795 south
4 64 45 290.393 south
4 64 46 290.002 south
4 64 47 289.61 south
4 64 48 289.229 south
4 64 49 288.851 south
4 64 50 288.479 south
4 64 51 288.112 south
4 64 52 287.745 south
4 64 53 287.394 south
4 64 54 287.051 south
4 64 55 286.726 south
4 64 56 286.404 south
4 64 57 286.097 south
4 64 58 285.799 south
4 64 59 285.509 south
4 64 60 285.216 south
4 64 61 284.935 south
4 64 62 284.637 south
4 64 63 284.364 south
4 64 64 284.077 south
4 64 65 283.804 south
4 64 66 283.518 south
4 64 67 283.225 south
4 1 2 315.326 north
4 1 3 315.25 north
4 1 4 315.174 north
4 1 5 315.083 north
4 1 6 314.985 north
4 1 7 314.877 north
4 1 8 314.764 north
4 1 9 314.636 north
4 1 10 314.504 north
4 1 11 314.351 north
4 1 12 314.193 north
4 1 13 314.026 north
4 1 14 313.861 north
4 1 15 313.7 north
4 1 16 313.54 north
4 1 17 313.378 north
4 1 18 313.211 north
4 1 19 313.042 north
4 1 20 312.869 north
4 1 21 312.689 north
4 1 22 312.502 north
4 1 23 312.308 north
4 1 24 312.112 north
4 1 25 311.903 north
4 1 26 311.69 north
4 1 27 311.468 north
4 1 28 311.237 north
4 1 29 310.996 north
4 1 30 310.749 north
4 1 31 310.489 north
4 1 32 310.226 north
4 1 33 309.946 north
4 1 34 309.654 north
4 1 35 309.35 north
4 1 36 309.041 north
4 1 37 308.712 north
4 1 38 308.376 north
4 1 39 308.032 north
4 1 40 307.685 north
4 1 41 307.327 north
4 1 42 306.975 north
4 1 43 306.6 north
4 1 44 306.228 north
4 1 45 305.841 north
4 1 46 305.451 north
4 1 47 305.058 north
4 1 48 304.683 north
4 1 49 304.306 north
4 1 50 303.947 north
4 1 51 303.581 north
4 1 52 303.218 north
4 1 53 302.86 north
4 1 54 302.51 north
4 1 55 302.162 north
4 1 56 301.816 north
4 1 57 301.474 north
4 1 58 301.132 north
4 1 59 300.792 north
4 1 60 300.455 north
4 1 61 300.117 north
4 1 62 299.778 north
4 1 63 299.439 north
4 1 64 299.099 north
4 1 65 298.754 north
4 1 66 298.408 north
4 1 67 298.057 north
